12,22,4247
12,24,119
12,26,373
12,27,121
12,28,347
12,29,574
12,31,2502
12,32,358
12,34,237
12,35,841
12,39,16
12,41,350
12,42,1188
12,43,5078
12,48,3
12,50,4755
12,51,9
12,52,16
12,53,8054
12,54,573
12,55,7824
12,56,1636
12,57,942
12,59,2619
12,61,3531
12,63,734
12,65,110
12,66,345
12,67,2345
12,68,593
12,72,590
13,14,238
13,16,27289
13,18,7464
13,19,830
13,23,113
13,25,14
13,26,243
13,27,1769
13,31,380
13,32,7
13,33,9364
13,35,586
13,38,1561
13,40,17836
13,41,261
13,42,258
13,51,249
13,55,7
13,56,230
13,57,128
13,58,116
13,61,502
13,63,228
13,66,135
14,16,528
14,18,368
14,19,112
14,21,613
14,22,245
14,25,357
14,26,1679
14,27,129
14,28,1062
14,32,1402
14,33,261
14,34,3188
14,35,480
14,39,2
14,40,267
14,41,469
14,51,359
14,52,1443
14,54,1435
14,55,123
14,56,247
14,57,606
14,59,1054
14,61,3082
14,64,113
14,65,476
14,66,2114
14,71,598
14,72,1085
14,73,352
15,16,6
15,17,496
15,18,262
15,22,4309
15,24,364
15,25,252
15,26,2
15,27,237
15,28,7
15,29,707
15,31,3071
15,32,626
15,34,233
15,35,1562
15,39,467
15,41,116
15,42,850
15,43,5244
15,48,246
15,50,2252
15,53,9540
15,54,608
15,55,7542
15,56,603
15,57,1298
15,59,3538
15,61,2782
15,63,1084
15,65,246
15,66,721
15,67,3009
15,68,1326
15,69,128
15,71,218
15,72,131
16,18,7172
16,21,459
16,23,113
16,25,7
16,26,118
16,27,1843
16,31,970
16,33,14405
16,34,339
16,35,14
16,36,691
16,38,1227
16,39,3
16,40,19035
16,41,7
16,42,511
16,51,7
16,52,367
16,54,239
16,55,123
16,56,126
16,57,585
16,58,14
16,60,125
16,61,722
16,62,948
16,63,493
16,66,1309
16,68,111
16,72,364
17,18,123
17,20,975
17,21,500
17,22,1106
17,24,20923
17,26,1551
17,27,485
17,29,1178
17,30,4676
17,31,119
17,32,5069
17,34,229
17,35,494
17,36,1336
17,37,486
17,42,810
17,43,120
17,47,1188
17,49,1176
17,51,3135
17,52,363
17,54,1776
17,55,250
17,56,1918
17,57,1448
17,58,640
17,59,130
17,61,1685
17,63,2059
17,64,233
17,65,2861
17,66,132
17,67,1099
17,68,1328
17,70,238
17,72,503
17,73,243
18,19,118
18,20,7
18,21,491
18,23,122
18,24,731
18,25,1515
18,26,4053
18,27,1262
18,29,118
18,30,27
18,31,1331
18,32,1026
18,33,1363
18,34,1786
18,35,258
18,36,7
18,37,962
18,38,374
18,39,143
18,40,5770
18,41,126
18,42,272
18,44,126
18,45,7
18,47,130
18,49,488
18,50,379
18,51,235
18,53,129
18,54,244
18,55,1554
18,56,1062
18,57,1859
18,58,5
18,59,352
18,60,3463
18,61,353
18,63,234
18,65,634
18,66,1775
18,70,1173
18,71,3220
18,72,597
18,73,11
19,20,2666
19,21,5754
19,22,862
19,24,4
19,25,123
19,26,264
19,27,495
19,29,143
19,30,3583
19,31,4
19,34,2177
19,35,1672
19,36,2609
19,37,953
19,39,253
19,41,13
19,43,114
19,44,4
19,47,3495
19,48,626
19,49,123
19,50,3144
19,52,4543
19,53,241
19,54,461
19,55,1636
19,57,597
19,58,499
19,61,360
19,62,1676
19,63,378
19,65,381
19,66,1695
19,69,730
19,70,1196
19,71,360
19,73,346
20,21,3886
20,22,848
20,23,1697
20,24,601
20,25,110
20,27,472
20,28,358
20,30,610
20,31,4
20,32,4202
20,35,589
20,36,1312
20,37,1809
20,41,5710
20,42,129
20,47,3568
20,48,243
20,49,366
20,50,2303
20,51,606
20,52,3338
20,53,460
20,54,933
20,55,2009
20,57,253
20,58,14
20,61,462
20,62,1801
20,63,4517
20,65,6928
20,67,232
20,68,245
20,69,1439
20,70,364
20,71,235
20,72,458
21,22,914
21,23,3639
21,24,231
21,25,1086
21,26,492
21,27,748
21,29,3438
21,30,2961
21,31,833
21,32,2663
21,34,963
21,35,476
21,36,4295
21,37,3193
21,38,823
21,39,138
21,41,5821
21,42,344
21,43,1823
21,44,948
21,45,934
21,47,124
21,48,3246
21,49,373
21,50,614
21,51,4491
21,52,699
21,53,2730
21,54,233
21,55,3221
21,56,691
21,57,942
21,58,3653
21,59,957
21,61,2433
21,62,3
21,63,579
21,64,124
21,65,848
21,66,1638
21,67,228
21,69,6540
21,70,3456
21,72,3182
22,23,122
22,24,1333
22,26,855
22,27,244
22,28,346
22,29,242
22,30,943
22,31,962
22,32,2257
22,34,1087
22,35,820
22,41,722
22,43,1750
22,44,368
22,45,1774
22,47,2642
22,48,243
22,49,228
22,50,1306
22,51,729
22,52,941
22,53,4354
22,54,5225
22,55,2698
22,56,1997
22,57,1444
22,58,588
22,59,2347
22,61,5277
22,62,847
22,63,595
22,64,613
22,65,372
22,66,2819
22,67,2350
22,68,2019
22,69,478
22,70,1597
22,71,1424
22,72,350
23,25,508
23,26,363
23,27,474
23,29,4923
23,30,4047
23,32,4172
23,34,1690
23,37,976
23,38,358
23,39,361
23,41,4641
23,43,1683
23,45,3488
23,47,978
23,48,7
23,49,5
23,50,121
23,51,3108
23,53,3801
23,55,2844
23,57,960
23,58,606
23,59,500
23,61,356
23,62,595
23,63,5255
23,65,2962
23,66,490
23,67,9
23,68,834
23,69,3560
23,70,1645
23,71,111
23,72,5
24,26,1687
24,27,376
24,29,458
24,30,4536
24,31,478
24,32,5657
24,34,458
24,35,247
24,36,602
24,37,489
24,38,112
24,39,242
24,41,7
24,44,258
24,47,712
24,49,492
24,50,1098
24,51,501
24,52,592
24,54,2143
24,55,1301
24,56,713
24,57,1677
24,58,113
24,59,700
24,61,477
24,64,478
24,65,2413
24,66,1096
24,67,1078
24,68,603
24,70,113
24,71,246
24,72,580
24,73,359
25,26,864
25,27,384
25,28,469
25,29,1601
25,31,268
25,32,1010
25,34,236
25,35,489
25,37,2430
25,38,955
25,39,1672
25,41,4310
25,42,7
25,43,1300
25,44,1798
25,45,3724
25,49,363
25,50,7
25,52,7
25,53,121
25,54,870
25,55,3996
25,57,1031
25,58,4575
25,59,257
25,61,365
25,62,493
25,63,2381
25,65,723
25,66,2059
25,67,497
25,68,1103
25,69,4085
25,70,4474
25,71,126
25,72,1462
25,73,124
26,27,710
26,28,723
26,29,2346
26,30,1669
26,32,3080
26,34,948
26,35,365
26,37,1678
26,38,7
26,39,3979
26,41,3428
26,42,1193
26,43,814
26,44,4
26,45,4306
26,47,1309
26,49,724
26,50,3238
26,51,232
26,52,2510
26,53,468
26,54,455
26,55,1223
26,56,3208
26,57,5360
26,59,1093
26,60,7046
26,61,3331
26,63,1431
26,65,1898
26,66,1081
26,67,1185
26,68,1568
26,69,1167
26,70,1477
26,72,1825
27,29,591
27,31,618
27,32,1684
27,33,968
27,34,1365
27,35,137
27,36,5
27,37,605
27,38,731
27,39,371
27,40,833
27,41,2124
27,42,582
27,48,2028
27,49,13
27,50,696
27,51,493
27,52,728
27,53,475
27,55,609
27,56,359
27,57,1462
27,59,836
27,60,131
27,61,12
27,62,5
27,63,2
27,64,5
27,65,960
27,66,1665
27,67,1
27,68,113
27,69,137
27,71,148
27,72,947
27,73,355
28,29,2284
28,30,815
28,31,1375
28,32,1555
28,34,3125
28,35,5810
28,37,1320
28,39,605
28,42,130
28,43,608
28,47,734
28,48,135
28,49,129
28,50,741
28,51,258
28,52,737
28,53,1712
28,54,4073
28,55,3370
28,56,474
28,57,716
28,59,2040
28,61,2135
